ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,Distance
A-20,Source2,2,2016-02-08 09:35:35,2016-02-08 10:05:35,39.790703,-84.244461,0.01
A-21,Source2,2,2016-02-08 10:11:15,2016-02-08 10:41:15,40.052509,-82.88233199999998,0.0
A-22,Source2,2,2016-02-08 10:24:27,2016-02-08 10:54:27,39.773346000000004,-84.224686,0.0
A-23,Source2,2,2016-02-08 11:53:19,2016-02-08 12:23:19,39.628288,-84.226151,0.01
A-24,Source2,3,2016-02-08 12:00:00,2016-02-08 12:45:00,40.023487,-82.994888,0.01
A-25,Source2,2,2016-02-08 12:16:44,2016-02-08 13:01:44,39.761379,-84.25921600000002,0.01
A-26,Source2,2,2016-02-08 12:41:08,2016-02-08 13:11:08,40.158024,-82.641762,1.32
A-27,Source2,2,2016-02-08 12:52:05,2016-02-08 13:37:05,39.733219,-84.159653,0.0
A-28,Source2,2,2016-02-08 14:24:48,2016-02-08 15:09:48,39.775303,-84.200523,0.0
A-29,Source2,2,2016-02-08 14:56:57,2016-02-08 15:41:57,39.789322,-84.23910500000002,0.01
A-30,Source2,2,2016-02-08 15:26:14,2016-02-08 16:11:14,39.758720000000004,-84.183762,0.0
A-31,Source2,2,2016-02-08 16:16:08,2016-02-08 16:46:08,40.081459,-83.122398,0.01
A-32,Source2,2,2016-02-08 17:39:24,2016-02-08 18:24:24,39.83321,-84.112946,0.0
A-33,Source2,3,2016-02-08 18:24:00,2016-02-08 21:00:00,40.042725,-82.99730699999998,0.01
A-34,Source2,3,2016-02-08 19:28:00,2016-02-08 21:00:00,39.974415,-82.848854,0.01
A-35,Source2,2,2016-02-08 20:22:38,2016-02-08 21:07:38,39.994766,-83.02449,0.01
A-36,Source2,2,2016-02-08 20:43:00,2016-02-08 23:00:00,40.006477000000004,-83.030991,1.09
A-37,Source2,2,2016-02-09 04:28:48,2016-02-09 04:58:48,39.742062,-84.186996,0.01
A-38,Source2,2,2016-02-09 05:04:34,2016-02-09 05:34:34,39.843521,-82.78157,0.01
A-39,Source2,2,2016-02-09 05:17:08,2016-02-09 05:47:08,39.782578,-84.178688,0.01
A-40,Source2,3,2016-02-09 05:27:20,2016-02-09 05:57:20,40.007626,-82.912155,0.01
A-41,Source2,2,2016-02-09 05:40:57,2016-02-09 06:10:57,39.447502,-84.19120799999997,0.0
A-42,Source2,2,2016-02-09 05:47:16,2016-02-09 06:17:16,39.787731,-84.173439,0.01
A-43,Source2,2,2016-02-09 05:56:10,2016-02-09 06:26:10,39.426277,-83.624611,0.01
A-44,Source2,3,2016-02-09 06:06:45,2016-02-09 06:36:45,39.978305999999996,-82.852554,0.01
A-45,Source2,3,2016-02-09 06:13:33,2016-02-09 06:43:33,39.84182,-84.18960600000003,0.01
A-46,Source2,3,2016-02-09 06:12:49,2016-02-09 06:42:49,39.953625,-82.958954,0.01
A-47,Source2,2,2016-02-09 06:21:50,2016-02-09 06:51:50,40.053082,-83.049644,0.01
A-48,Source2,3,2016-02-09 06:20:46,2016-02-09 06:50:46,39.936873999999996,-82.878723,0.01
A-49,Source2,2,2016-02-09 06:34:41,2016-02-09 07:04:41,39.780643,-84.16349,0.01
A-50,Source2,3,2016-02-09 06:41:09,2016-02-09 07:11:09,39.773193,-84.187454,0.01
A-51,Source2,2,2016-02-09 06:48:18,2016-02-09 07:18:18,39.77858,-84.20468100000002,0.01
A-52,Source2,2,2016-02-09 06:53:09,2016-02-09 07:23:09,39.792988,-84.20607,0.01
A-53,Source2,3,2016-02-09 06:54:31,2016-02-09 07:24:31,39.770382,-84.194901,0.01
A-54,Source2,3,2016-02-09 07:03:20,2016-02-09 07:33:20,39.976397999999996,-83.119225,0.01
A-55,Source2,3,2016-02-09 07:05:37,2016-02-09 07:35:37,39.6395,-84.23136099999998,0.01
A-56,Source2,2,2016-02-09 07:04:58,2016-02-09 07:34:58,39.232578000000004,-84.159286,0.01
A-57,Source2,2,2016-02-09 07:15:41,2016-02-09 07:45:41,39.746593,-84.23912,0.01
A-58,Source2,2,2016-02-09 07:41:01,2016-02-09 08:11:01,39.742783,-84.182472,0.01
A-59,Source2,2,2016-02-09 07:42:43,2016-02-09 08:12:43,39.75452,-84.159279,0.01
A-60,Source2,2,2016-02-09 07:42:11,2016-02-09 08:12:11,39.749916,-84.139359,0.01
A-61,Source2,3,2016-02-09 07:46:41,2016-02-09 08:16:41,40.100903,-82.98410799999998,0.01
A-62,Source2,2,2016-02-09 07:54:44,2016-02-09 08:24:44,39.77280800000001,-84.201851,0.0
A-63,Source2,2,2016-02-09 08:06:39,2016-02-09 08:36:39,39.492484999999995,-84.131798,0.01
A-64,Source2,2,2016-02-09 08:12:44,2016-02-09 08:42:44,39.570904,-84.251724,0.01
A-65,Source2,2,2016-02-09 08:10:20,2016-02-09 08:40:20,39.834282,-82.74382,0.0
A-66,Source2,3,2016-02-09 08:23:36,2016-02-09 08:53:36,39.622787,-84.229858,0.01
A-67,Source2,3,2016-02-09 08:24:29,2016-02-09 08:54:29,39.429871,-84.079666,0.01
A-68,Source2,3,2016-02-09 08:20:30,2016-02-09 08:50:30,41.407391,-81.64676700000003,0.01
A-69,Source2,3,2016-02-09 08:35:53,2016-02-09 09:05:53,41.424403999999996,-81.57867399999998,0.01
A-70,Source2,3,2016-02-09 10:06:46,2016-02-09 10:36:46,39.89217,-83.039169,0.01
A-71,Source2,2,2016-02-09 11:09:37,2016-02-09 11:39:37,41.022358000000004,-83.650345,0.01
A-72,Source2,2,2016-02-10 06:18:16,2016-02-10 06:48:16,39.206806,-84.053253,0.0
A-73,Source2,3,2016-02-10 06:06:00,2016-02-10 09:06:00,39.973797,-83.022285,0.01
A-74,Source2,2,2016-02-10 06:24:29,2016-02-10 06:54:29,40.048008,-82.86421999999997,0.0
A-75,Source2,2,2016-02-10 06:53:02,2016-02-10 07:23:02,39.814526,-84.021744,0.01
A-76,Source2,3,2016-02-10 07:50:52,2016-02-10 08:20:52,40.151196,-84.22003199999997,0.01
A-77,Source2,3,2016-02-10 07:50:08,2016-02-10 08:20:08,39.954617,-82.844238,0.01
A-78,Source2,2,2016-02-10 08:01:30,2016-02-10 08:31:30,38.990551,-84.207497,0.01
A-79,Source2,2,2016-02-10 08:08:36,2016-02-10 08:38:36,40.008995,-83.002678,0.0
A-80,Source2,2,2016-02-10 08:11:22,2016-02-10 08:41:22,39.077332,-84.225014,0.0
A-81,Source2,2,2016-02-10 08:50:54,2016-02-10 09:20:54,39.955452,-82.795845,0.01
A-82,Source2,3,2016-02-10 09:03:53,2016-02-10 09:33:53,40.224585999999995,-82.929085,0.01
A-83,Source2,3,2016-02-10 09:42:04,2016-02-10 10:12:04,39.976397999999996,-83.119225,0.01
A-84,Source2,3,2016-02-10 10:38:58,2016-02-10 11:08:58,39.98560300000001,-82.939247,0.01
A-85,Source2,3,2016-02-10 17:10:00,2016-02-10 23:59:00,41.040714,-81.61314399999998,0.01
A-86,Source2,3,2016-02-10 18:09:00,2016-02-10 23:59:00,41.083679,-81.579002,1.28
A-87,Source2,3,2016-02-10 18:41:44,2016-02-10 19:11:44,40.766890999999994,-82.42411,0.01
A-88,Source2,3,2016-02-11 05:32:29,2016-02-11 06:02:29,41.422199,-81.843018,0.01
A-89,Source2,3,2016-02-11 05:30:51,2016-02-11 06:00:51,41.063995,-81.57294499999998,0.01
A-90,Source2,2,2016-02-11 06:10:07,2016-02-11 06:40:07,39.747753,-84.20558199999998,0.01
A-91,Source2,2,2016-02-11 06:20:28,2016-02-11 06:50:28,38.99408,-84.142021,0.01
A-92,Source2,3,2016-02-11 06:29:00,2016-02-11 21:00:00,41.420818,-81.694008,0.01
A-93,Source2,2,2016-02-11 07:17:58,2016-02-11 07:47:58,40.030342,-83.030197,0.01
A-94,Source2,2,2016-02-11 07:18:39,2016-02-11 07:48:39,39.858089,-82.827904,0.01
A-95,Source2,3,2016-02-11 07:21:55,2016-02-11 07:51:55,41.112324,-81.60992399999998,0.01
A-96,Source2,2,2016-02-11 07:28:16,2016-02-11 07:58:16,39.994061,-82.729416,0.01
A-97,Source2,3,2016-02-11 07:29:06,2016-02-11 08:18:10,41.355396,-81.81926700000002,0.01
A-98,Source2,2,2016-02-11 07:53:55,2016-02-11 08:23:55,39.687389,-84.23796800000002,0.0
A-99,Source2,2,2016-02-11 08:07:02,2016-02-11 08:37:02,39.751038,-84.214325,0.01
A-100,Source2,2,2016-02-11 08:13:24,2016-02-11 08:43:24,39.749916,-84.139359,0.01
A-101,Source2,2,2016-02-11 08:23:17,2016-02-11 08:53:17,39.97509,-82.88460500000002,0.01
A-102,Source3,2,2016-02-11 08:34:14,2016-02-11 09:04:14,40.11195,-83.016663,0.48
A-103,Source2,3,2016-02-11 08:29:21,2016-02-11 08:59:21,41.424313,-81.57914,0.01
A-104,Source2,2,2016-02-11 09:16:13,2016-02-11 10:01:13,39.691864,-84.211166,0.0
A-105,Source2,2,2016-02-11 09:16:13,2016-02-11 10:01:13,39.769172999999995,-84.20728299999998,0.0
A-106,Source2,2,2016-02-11 09:31:23,2016-02-11 10:01:23,39.75452,-84.159279,0.01
A-107,Source2,3,2016-02-11 09:37:31,2016-02-11 10:07:31,39.874947,-83.003937,0.01
A-108,Source2,2,2016-02-11 09:46:39,2016-02-11 10:16:39,39.769596,-84.176964,0.01
A-109,Source2,2,2016-02-11 10:48:29,2016-02-11 11:18:29,39.776416999999995,-84.23026999999998,0.0
A-110,Source2,2,2016-02-11 10:53:56,2016-02-11 11:23:56,39.64185,-84.227455,0.0
A-111,Source2,2,2016-02-11 11:21:42,2016-02-11 11:51:42,39.76028400000001,-84.196434,0.01
A-112,Source2,2,2016-02-11 12:24:45,2016-02-11 13:09:45,39.802528,-84.220093,0.01
A-113,Source2,2,2016-02-11 12:24:18,2016-02-11 12:54:18,39.828781,-84.19839499999998,0.01
A-114,Source2,2,2016-02-11 13:44:46,2016-02-11 14:14:46,39.733337,-84.180359,0.01
A-115,Source2,2,2016-02-11 14:16:49,2016-02-11 14:46:49,39.759426,-84.138367,0.01
A-116,Source2,2,2016-02-11 15:34:06,2016-02-11 16:19:06,39.78361500000001,-84.227531,0.0
A-117,Source2,2,2016-02-11 16:34:27,2016-02-11 17:04:27,39.7708,-84.1977,0.01
A-118,Source2,2,2016-02-11 16:44:03,2016-02-11 17:14:03,39.7749,-84.2001,0.01
A-119,Source2,2,2016-02-11 16:59:31,2016-02-11 17:29:31,39.783,-84.237,0.01
A-120,Source2,2,2016-02-11 17:34:10,2016-02-11 18:04:10,39.9975,-82.7849,0.01
A-121,Source2,3,2016-02-11 18:02:00,2016-02-11 20:45:00,40.0427,-82.9973,0.01
A-122,Source2,2,2016-02-12 05:27:07,2016-02-12 05:57:07,39.742,-84.187,0.01
A-123,Source2,2,2016-02-12 06:17:31,2016-02-12 06:47:31,39.7806,-84.1635,0.01
A-124,Source2,2,2016-02-12 06:21:44,2016-02-12 06:51:44,39.7786,-84.2047,0.01
A-125,Source2,3,2016-02-12 07:05:46,2016-02-12 07:35:46,39.6395,-84.2314,0.01
A-126,Source2,2,2016-02-12 07:09:44,2016-02-12 07:39:44,39.7466,-84.2391,0.01
A-127,Source2,3,2016-02-12 07:44:09,2016-02-12 08:14:09,40.1009,-82.9841,0.01
A-128,Source2,2,2016-02-12 07:47:18,2016-02-12 08:17:18,39.7728,-84.2019,0.0
A-129,Source2,2,2016-02-12 08:00:20,2016-02-12 08:30:20,39.4925,-84.1318,0.01
A-130,Source2,2,2016-02-12 08:05:44,2016-02-12 08:35:44,39.5709,-84.2517,0.01
A-131,Source2,2,2016-02-12 08:14:00,2016-02-12 08:44:00,39.8343,-82.7438,0.0
A-132,Source2,3,2016-02-12 08:17:36,2016-02-12 08:47:36,39.6228,-84.2299,0.01
A-133,Source2,3,2016-02-12 08:18:29,2016-02-12 08:48:29,39.4299,-84.0797,0.01
A-134,Source2,3,2016-02-12 08:26:30,2016-02-12 08:56:30,41.4074,-81.6468,0.01
A-135,Source2,3,2016-02-12 08:30:53,2016-02-12 09:00:53,41.4244,-81.5787,0.01
A-136,Source2,3,2016-02-12 10:00:46,2016-02-12 10:30:46,39.8922,-83.0392,0.01
A-137,Source2,2,2016-02-12 11:03:37,2016-02-12 11:33:37,41.0224,-83.6503,0.01
A-138,Source2,2,2016-02-15 05:28:48,2016-02-15 05:58:48,39.7421,-84.187,0.01
A-139,Source2,2,2016-02-15 05:48:00,2016-02-15 06:18:00,39.9053,-82.9687,0.01
A-140,Source2,2,2016-02-15 05:57:08,2016-02-15 06:27:08,39.7826,-84.1787,0.01
A-141,Source2,3,2016-02-15 06:07:20,2016-02-15 06:37:20,40.0076,-82.9122,0.01
A-142,Source2,2,2016-02-15 06:20:57,2016-02-15 06:50:57,39.4475,-84.1912,0.0
A-143,Source2,2,2016-02-15 06:27:16,2016-02-15 06:57:16,39.7877,-84.1734,0.01
A-144,Source2,2,2016-02-15 06:36:10,2016-02-15 07:06:10,39.4263,-83.6246,0.01
A-145,Source2,3,2016-02-15 06:46:45,2016-02-15 07:16:45,39.9783,-82.8526,0.01
A-146,Source2,3,2016-02-15 06:53:33,2016-02-15 07:23:33,39.8418,-84.1896,0.01
A-147,Source2,3,2016-02-15 06:52:49,2016-02-15 07:22:49,39.9536,-82.959,0.01
A-148,Source2,2,2016-02-15 07:01:50,2016-02-15 07:31:50,40.0531,-83.0496,0.01
A-149,Source2,3,2016-02-15 07:00:46,2016-02-15 07:30:46,39.9369,-82.8787,0.01
A-150,Source2,2,2016-02-15 07:14:41,2016-02-15 07:44:41,39.7806,-84.1635,0.01
A-151,Source2,3,2016-02-15 07:21:09,2016-02-15 07:51:09,39.7732,-84.1875,0.01
A-152,Source2,2,2016-02-15 07:28:18,2016-02-15 07:58:18,39.7786,-84.2047,0.01
A-153,Source2,2,2016-02-15 07:33:09,2016-02-15 08:03:09,39.793,-84.2061,0.01
A-154,Source2,3,2016-02-15 07:34:31,2016-02-15 08:04:31,39.7704,-84.1949,0.01
A-155,Source2,3,2016-02-15 07:43:20,2016-02-15 08:13:20,39.9764,-83.1192,0.01
A-156,Source2,3,2016-02-15 07:45:37,2016-02-15 08:15:37,39.6395,-84.2314,0.01
A-157,Source2,2,2016-02-15 07:44:58,2016-02-15 08:14:58,39.2326,-84.1593,0.01
A-158,Source2,2,2016-02-15 07:55:41,2016-02-15 08:25:41,39.7466,-84.2391,0.01
A-159,Source2,2,2016-02-15 08:21:01,2016-02-15 08:51:01,39.7428,-84.1825,0.01
A-160,Source2,2,2016-02-15 08:22:43,2016-02-15 08:52:43,39.7545,-84.1593,0.01
A-161,Source2,2,2016-02-15 08:22:11,2016-02-15 08:52:11,39.7499,-84.1394,0.01
A-162,Source2,3,2016-02-15 08:26:41,2016-02-15 08:56:41,40.1009,-82.9841,0.01
A-163,Source2,2,2016-02-15 08:34:44,2016-02-15 09:04:44,39.7728,-84.2019,0.0
A-164,Source2,2,2016-02-15 08:46:39,2016-02-15 09:16:39,39.4925,-84.1318,0.01
A-165,Source2,2,2016-02-15 08:52:44,2016-02-15 09:22:44,39.5709,-84.2517,0.01
A-166,Source2,2,2016-02-15 08:50:20,2016-02-15 09:20:20,39.8343,-82.7438,0.0
A-167,Source2,3,2016-02-15 09:03:36,2016-02-15 09:33:36,39.6228,-84.2299,0.01
A-168,Source2,3,2016-02-15 09:04:29,2016-02-15 09:34:29,39.4299,-84.0797,0.01
A-169,Source2,3,2016-02-15 09:00:30,2016-02-15 09:30:30,41.4074,-81.6468,0.01
A-170,Source2,3,2016-02-15 09:15:53,2016-02-15 09:45:53,41.4244,-81.5787,0.01
A-171,Source2,3,2016-02-15 10:46:46,2016-02-15 11:16:46,39.8922,-83.0392,0.01
A-172,Source2,2,2016-02-15 11:49:37,2016-02-15 12:19:37,41.0224,-83.6503,0.01
A-173,Source2,2,2016-02-16 05:28:48,2016-02-16 05:58:48,39.7421,-84.187,0.01
A-174,Source2,2,2016-02-16 05:48:00,2016-02-16 06:18:00,39.9053,-82.9687,0.01
A-175,Source2,2,2016-02-16 05:57:08,2016-02-16 06:27:08,39.7826,-84.1787,0.01
A-176,Source2,3,2016-02-16 06:07:20,2016-02-16 06:37:20,40.0076,-82.9122,0.01
A-177,Source2,2,2016-02-16 06:20:57,2016-02-16 06:50:57,39.4475,-84.1912,0.0
A-178,Source2,2,2016-02-16 06:27:16,2016-02-16 06:57:16,39.7877,-84.1734,0.01
A-179,Source2,2,2016-02-16 06:36:10,2016-02-16 07:06:10,39.4263,-83.6246,0.01
A-180,Source2,3,2016-02-16 06:46:45,2016-02-16 07:16:45,39.9783,-82.8526,0.01
A-181,Source2,3,2016-02-16 06:53:33,2016-02-16 07:23:33,39.8418,-84.1896,0.01
A-182,Source2,3,2016-02-16 06:52:49,2016-02-16 07:22:49,39.9536,-82.959,0.01
A-183,Source2,2,2016-02-16 07:01:50,2016-02-16 07:31:50,40.0531,-83.0496,0.01
A-184,Source2,3,2016-02-16 07:00:46,2016-02-16 07:30:46,39.9369,-82.8787,0.01
A-185,Source2,2,2016-02-16 07:14:41,2016-02-16 07:44:41,39.7806,-84.1635,0.01
A-186,Source2,3,2016-02-16 07:21:09,2016-02-16 07:51:09,39.7732,-84.1875,0.01
A-187,Source2,2,2016-02-16 07:28:18,2016-02-16 07:58:18,39.7786,-84.2047,0.01
A-188,Source2,2,2016-02-16 07:33:09,2016-02-16 08:03:09,39.793,-84.2061,0.01
A-189,Source2,3,2016-02-16 07:34:31,2016-02-16 08:04:31,39.7704,-84.1949,0.01
A-190,Source2,3,2016-02-16 07:43:20,2016-02-16 08:13:20,39.9764,-83.1192,0.01
A-191,Source2,3,2016-02-16 07:45:37,2016-02-16 08:15:37,39.6395,-84.2314,0.01
A-192,Source2,2,2016-02-16 07:44:58,2016-02-16 08:14:58,39.2326,-84.1593,0.01
A-193,Source2,2,2016-02-16 07:55:41,2016-02-16 08:25:41,39.7466,-84.2391,0.01
A-194,Source2,2,2016-02-16 08:21:01,2016-02-16 08:51:01,39.7428,-84.1825,0.01
A-195,Source2,2,2016-02-16 08:22:43,2016-02-16 08:52:43,39.7545,-84.1593,0.01
A-196,Source2,2,2016-02-16 08:22:11,2016-02-16 08:52:11,39.7499,-84.1394,0.01
A-197,Source2,3,2016-02-16 08:26:41,2016-02-16 08:56:41,40.1009,-82.9841,0.01
A-198,Source2,2,2016-02-16 08:34:44,2016-02-16 09:04:44,39.7728,-84.2019,0.0
A-199,Source2,2,2016-02-16 08:46:39,2016-02-16 09:16:39,39.4925,-84.1318,0.01
A-200,Source2,2,2016-02-16 08:52:44,2016-02-16 09:22:44,39.5709,-84.2517,0.01
A-201,Source2,2,2016-02-16 08:50:20,2016-02-16 09:20:20,39.8343,-82.7438,0.0
A-202,Source2,3,2016-02-16 09:03:36,2016-02-16 09:33:36,39.6228,-84.2299,0.01
A-203,Source2,3,2016-02-16 09:04:29,2016-02-16 09:34:29,39.4299,-84.0797,0.01
A-204,Source2,3,2016-02-16 09:00:30,2016-02-16 09:30:30,41.4074,-81.6468,0.01
A-205,Source2,3,2016-02-16 09:15:53,2016-02-16 09:45:53,41.4244,-81.5787,0.01
A-206,Source2,3,2016-02-16 10:46:46,2016-02-16 11:16:46,39.8922,-83.0392,0.01
A-207,Source2,2,2016-02-16 11:49:37,2016-02-16 12:19:37,41.0224,-83.6503,0.01
A-208,Source2,2,2016-02-17 05:28:48,2016-02-17 05:58:48,39.7421,-84.187,0.01
A-209,Source2,2,2016-02-17 05:48:00,2016-02-17 06:18:00,39.9053,-82.9687,0.01
A-210,Source2,2,2016-02-17 05:57:08,2016-02-17 06:27:08,39.7826,-84.1787,0.01
A-211,Source2,3,2016-02-17 06:07:20,2016-02-17 06:37:20,40.0076,-82.9122,0.01
A-212,Source2,2,2016-02-17 06:20:57,2016-02-17 06:50:57,39.4475,-84.1912,0.0
A-213,Source2,2,2016-02-17 06:27:16,2016-02-17 06:57:16,39.7877,-84.1734,0.01
A-214,Source2,2,2016-02-17 06:36:10,2016-02-17 07:06:10,39.4263,-83.6246,0.01
A-215,Source2,3,2016-02-17 06:46:45,2016-02-17 07:16:45,39.9783,-82.8526,0.01
A-216,Source2,3,2016-02-17 06:53:33,2016-02-17 07:23:33,39.8418,-84.1896,0.01
A-217,Source2,3,2016-02-17 06:52:49,2016-02-17 07:22:49,39.9536,-82.959,0.01
A-218,Source2,2,2016-02-17 07:01:50,2016-02-17 07:31:50,40.0531,-83.0496,0.01
A-219,Source2,3,2016-02-17 07:00:46,2016-02-17 07:30:46,39.9369,-82.8787,0.01
A-220,Source2,2,2016-02-17 07:14:41,2016-02-17 07:44:41,39.7806,-84.1635,0.01
A-221,Source2,3,2016-02-17 07:21:09,2016-02-17 07:51:09,39.7732,-84.1875,0.01
A-222,Source2,2,2016-02-17 07:28:18,2016-02-17 07:58:18,39.7786,-84.2047,0.01
A-223,Source2,2,2016-02-17 07:33:09,2016-02-17 08:03:09,39.793,-84.2061,0.01
A-224,Source2,3,2016-02-17 07:34:31,2016-02-17 08:04:31,39.7704,-84.1949,0.01
A-225,Source2,3,2016-02-17 07:43:20,2016-02-17 08:13:20,39.9764,-83.1192,0.01
A-226,Source2,3,2016-02-17 07:45:37,2016-02-17 08:15:37,39.6395,-84.2314,0.01
A-227,Source2,2,2016-02-17 07:44:58,2016-02-17 08:14:58,39.2326,-84.1593,0.01
A-228,Source2,2,2016-02-17 07:55:41,2016-02-17 08:25:41,39.7466,-84.2391,0.01
A-229,Source2,2,2016-02-17 08:21:01,2016-02-17 08:51:01,39.7428,-84.1825,0.01
A-230,Source2,2,2016-02-17 08:22:43,2016-02-17 08:52:43,39.7545,-84.1593,0.01
A-231,Source2,2,2016-02-17 08:22:11,2016-02-17 08:52:11,39.7499,-84.1394,0.01
A-232,Source2,3,2016-02-17 08:26:41,2016-02-17 08:56:41,40.1009,-82.9841,0.01
A-233,Source2,2,2016-02-17 17:17:12,2016-02-17 18:02:12,39.968788,-83.003754,0.0
A-234,Source2,2,2016-02-18 04:25:02,2016-02-18 04:55:02,39.905334,-82.968689,0.01
A-235,Source2,2,2016-02-18 05:46:52,2016-02-18 06:16:52,39.855103,-84.183678,0.01
A-236,Source2,2,2016-02-18 06:27:59,2016-02-18 06:57:59,41.414131,-81.632141,0.01
A-237,Source2,3,2016-02-18 07:00:26,2016-02-18 07:30:26,39.933803999999995,-82.78944399999997,0.01
A-238,Source2,3,2016-02-18 07:47:17,2016-02-18 08:17:17,41.063995,-81.57294499999998,0.01
A-239,Source2,2,2016-02-18 08:24:28,2016-02-18 08:54:28,39.747753,-84.20558199999998,0.01
A-240,Source2,2,2016-02-18 08:34:57,2016-02-18 09:04:57,38.99408,-84.142021,0.01
A-241,Source2,3,2016-02-18 08:43:00,2016-02-18 21:00:00,41.420818,-81.694008,0.01
A-242,Source2,2,2016-02-18 09:31:58,2016-02-18 10:01:58,40.030342,-83.030197,0.01
A-243,Source2,2,2016-02-18 09:32:39,2016-02-18 10:02:39,39.858089,-82.827904,0.01
A-244,Source2,3,2016-02-18 09:35:55,2016-02-18 10:05:55,41.112324,-81.60992399999998,0.01
A-245,Source2,2,2016-02-18 09:42:16,2016-02-18 10:12:16,39.994061,-82.729416,0.01
A-246,Source2,3,2016-02-18 09:43:06,2016-02-18 10:32:10,41.355396,-81.81926700000002,0.01
A-247,Source2,2,2016-02-18 10:07:55,2016-02-18 10:37:55,39.687389,-84.23796800000002,0.0
A-248,Source2,2,2016-02-18 10:21:02,2016-02-18 10:51:02,39.751038,-84.214325,0.01
A-249,Source2,2,2016-02-18 10:27:24,2016-02-18 10:57:24,39.749916,-84.139359,0.01
A-250,Source2,2,2016-02-18 10:37:17,2016-02-18 11:07:17,39.97509,-82.88460500000002,0.01
A-251,Source3,2,2016-02-18 10:48:14,2016-02-18 11:18:14,40.11195,-83.016663,0.48
A-252,Source2,3,2016-02-18 10:43:21,2016-02-18 11:13:21,41.424313,-81.57914,0.01
A-253,Source2,2,2016-02-18 11:30:13,2016-02-18 12:15:13,39.691864,-84.211166,0.0
A-254,Source2,2,2016-02-18 11:30:13,2016-02-18 12:15:13,39.769172999999995,-84.20728299999998,0.0
A-255,Source2,2,2016-02-18 11:45:23,2016-02-18 12:15:23,39.75452,-84.159279,0.01
A-256,Source2,3,2016-02-18 11:51:31,2016-02-18 12:21:31,39.874947,-83.003937,0.01
A-257,Source2,2,2016-02-18 12:00:39,2016-02-18 12:30:39,39.769596,-84.176964,0.01
A-258,Source2,2,2016-02-18 13:02:29,2016-02-18 13:32:29,39.776416999999995,-84.23026999999998,0.0
A-259,Source2,2,2016-02-18 13:07:56,2016-02-18 13:37:56,39.64185,-84.227455,0.0
A-260,Source2,2,2016-02-18 13:35:42,2016-02-18 14:05:42,39.76028400000001,-84.196434,0.01
A-261,Source2,2,2016-02-18 14:38:45,2016-02-18 15:23:45,39.802528,-84.220093,0.01
A-262,Source2,2,2016-02-18 14:38:18,2016-02-18 15:08:18,39.828781,-84.19839499999998,0.01
A-263,Source2,2,2016-02-18 15:58:46,2016-02-18 16:28:46,39.733337,-84.180359,0.01
A-264,Source2,2,2016-02-18 16:30:49,2016-02-18 17:00:49,39.759426,-84.138367,0.01
A-265,Source2,2,2016-02-18 17:48:06,2016-02-18 18:33:06,39.78361500000001,-84.227531,0.0
A-266,Source2,2,2016-02-18 18:48:27,2016-02-18 19:18:27,39.7708,-84.1977,0.01
A-267,Source2,2,2016-02-18 18:58:03,2016-02-18 19:28:03,39.7749,-84.2001,0.01
A-268,Source2,2,2016-02-18 19:13:31,2016-02-18 19:43:31,39.783,-84.237,0.01
A-269,Source2,2,2016-02-18 19:48:10,2016-02-18 20:18:10,39.9975,-82.7849,0.01
